Title,Domain
The Korean Journal of Helicobacter and Upper Gastrointestinal Research,www.helicojournal.org
SDÜ Tıp Fakültesi Dergisi,dergipark.gov.tr
urbe Revista Brasileira de Gestão Urbana,www2.pucpr.br
Acta Scientifci Nutritional Health,www.actascientific.com
Revista de Ciencias Agrícolas,dx.doi.org
Educación XX1,revistas.uned.es
BYZANTINA SYMMEIKTA,ejournals.epublishing.ekt.gr
Mechanics and Mechanical Engineering,www.kdm.p.lodz.pl
Avaliação Revista da Avaliação da Educação Superior (Campinas),www.scielo.br
Sustainability in Debate,periodicos.unb.br
Revista de Ciências Sociais,www.rcs.ufc.br
Adansonia,sciencepress.mnhn.fr
Tropicultura,popups.uliege.be
Selçuk Üniversitesi Edebiyat Fakültesi Dergisi,sefad.selcuk.edu.tr
Revista Ciencias de la Salud,revistas.urosario.edu.co
Indian Journal of Microbiology Research,www.ipinnovative.com
Case Reports in Pathology,www.hindawi.com
Case Reports in Endocrinology,www.hindawi.com
Mediterranean Agricultural Sciences,ziraatdergi.akdeniz.edu.tr
LO SCALPELLO-OTODI Educational,link.springer.com
Academic Perspective Procedia,www.acperpro.com
Foucault Studies,rauli.cbs.dk
Pulmonology,www.journals.elsevier.com
HRB Open Research,hrbopenresearch.org
Zeszyty Naukowe SGGW w Warszawie - Problemy Rolnictwa Światowego,prs.wne.sggw.pl
Kinesiology,hrcak.srce.hr
Journal of Geographic Information System,www.scirp.org
International Journal of Chemical Engineering,www.hindawi.com
Earth System Dynamics,www.earth-system-dynamics.net
The Open Public Health Journal,benthamopen.com
Passagens Revista Internacional de História Política e Cultura Jurídica,periodicos.uff.br
História e Cultura,seer.franca.unesp.br
Cahiers de narratologie,narratologie.revues.org
Soonchunhyang Medical Science,jsms.sch.ac.kr
Emergency Medicine International,www.hindawi.com
Itinéraires,itineraires.revues.org
Юридические исследования,aurora-group.eu
Romanian Journal of Neurology,rjn.com.ro
El Trimestre Económico,www.eltrimestreeconomico.com.mx
Revista de Ciências Agroveterinárias,revistas.udesc.br
Bakhtiniana Revista de Estudos do Discurso,revistas.pucsp.br
Intersections Canadian Journal of Music,www.erudit.org
Microsystems & Nanoengineering,www.nature.com
Qualitative Sociology Review,wydawnictwo.uni.lodz.pl
Counseling Psychology and Psychotherapy,psyjournals.ru
Anthropology of food,journals.openedition.org
Zanco Journal of Medical Sciences,zjms.hmu.edu.krd
Research in Agricultural Engineering,www.agriculturejournals.cz
Journal of Modern Accounting and Auditing,www.davidpublisher.org
European Journal of Translational Myology,pagepressjournals.org
Research Ethics,us.sagepub.com
Annales Academiae Medicae Silesiensis,www.aams.viamedica.pl
Food Chemistry X,www.journals.elsevier.com
Aragón en la Edad Media,papiro.unizar.es
Kikan Chirigaku,www.jstage.jst.go.jp
International Journal for the Scholarship of Teaching and Learning,digitalcommons.georgiasouthern.edu
PÄDI Boletín Científico de Ciencias Básicas e Ingenierías del ICBI,www.uaeh.edu.mx
Ecosistemas,www.revistaecosistemas.net
Computational Continuum Mechanics,journal.permsc.ru
Electronic Research Archive,www.aimsciences.org
Majallah-i dandānpizishkī-i dānishgāh-i ̒ulūm-i pizishkī-i Tihrān/Majallah-i dandānpizishkī-i dānishgāh-i ̒ulūm-i pizishkī-i Tihrān.,jdm.tums.ac.ir
Naukovì pracì Nacìonalʹnoï bìblìoteki Ukraïni ìmenì V Ì Vernadsʹkogo,np.nbuv.gov.ua
Basrah Journal of veterinary Research,www.basjvet.com
Rare Tumors,journals.sagepub.com
Acta fytotechnica et zootechnica/Acta fytotechnica  et zootechnica,acta.fapz.uniag.sk
Asian Pacific Journal of Reproduction,www.apjr.net
Ukrainian Food Journal,ufj.ho.ua
International Journal of Current Research and Academic Review,www.journals.excellentpublishers.com
The South African Orthopaedic Journal (SAOJ),www.saoj.org.za
Ankara Üniversitesi Türk İnkılap Tarihi Enstitüsü Atatürk Yolu Dergisi,dergipark.gov.tr
Anagrama,www.revistas.usp.br
International Journal of Wireless & Mobile Networks,airccse.org
ACCESS Access to science business innovation in digital economy,journal.access-bg.org
Contextos Educativos Revista de Educación,publicaciones.unirioja.es
Sokoto Journal of Veterinary Sciences,www.sokvetjournal.net
Electrical Engineering & Electromechanics,eie.khpi.edu.ua
Journal of Collective Bargaining in the Academy,thekeep.eiu.edu
Journal of Transnational American Studies,escholarship.org
Journal of Advanced Dielectrics,www.worldscientific.com
História Revista,www.revistas.ufg.br
Ius Matrimoniale,www.wpk.uksw.edu.pl
Faktori eksperimental noi evolucii organizmiv,utgis.org.ua
Sociologia del trabajo/Sociología del trabajo,revistas.ucm.es
Éducation et francophonie,epe.lac-bac.gc.ca
Cancer Informatics,insights.sagepub.com
Hrvatska revija za rehabilitacijska istraživanja,hrcak.srce.hr
Ler História,lerhistoria.revues.org
Animal Sentience,www.wellbeingintlstudiesrepository.org
Jurnal Algoritma,jurnal.sttgarut.ac.id
Ornis Svecica,os.birdlife.se
Kidney Medicine,www.journals.elsevier.com
DOC online - Revista Digital de Cinema Documentário,www.doc.ubi.pt
Annals of Pediatric Surgery,journals.lww.com
International Journal of Mosquito Research,www.dipterajournal.com
Derechos en Acción,www.revistas.unlp.edu.ar
Jurnal Penelitian Sains,ejurnal.mipa.unsri.ac.id
Revista Científica General José María Córdova,www.revistacientificaesmic.com
Oncoscience,www.impactjournals.com
Storicamente,storicamente.org
Global Challenges,onlinelibrary.wiley.com
Global Journal of Otolaryngology,juniperpublishers.com
Journal of Craniovertebral Junction and Spine,jcvjs.com
Acta Scientiarum Language and Culture,periodicos.uem.br
Conservation and Society,www.conservationandsociety.org.in
Geologia Croatica,www.geologia-croatica.hr
Quinto Sol,cerac.unlpam.edu.ar
QUT Law Review,lr.law.qut.edu.au
Journal of Contemporary Medicine,www.jcontempmed.com
International Journal of Scientific Reports,www.sci-rep.com
Jurnal Kimia Sains dan Aplikasi,ejournal.undip.ac.id
Clinical and Translational Radiation Oncology,www.sciencedirect.com
Endodontology,www.endodontologyonweb.org
Baltic Region,journals.kantiana.ru
Fronteras de la historia,revistas.icanh.gov.co
Boletín micológico,revistas.uv.cl
REVISTA BIOMÉDICA,revistabiomedica.mx
Revista Brasileira de Higiene e Sanidade Animal,www.higieneanimal.ufc.br
Información cultura y sociedad,revistascientificas.filo.uba.ar
International Journal of Aquatic Research and Education,www.humankinetics.com
Revista Española de Artroscopia y Cirugía Articular,www.sciencedirect.com
Journal of Graph Algorithms and Applications,jgaa.info
Literatura e Sociedade,www.revistas.usp.br
Revue d Histoire des Sciences Humaines,www.cairn.info
Diseases,www.mdpi.com
Kaleidoscope History,www.kaleidoscopehistory.hu
Panacea Journal of Medical Sciences,pjms.in
Semestre Económico,revistas.udem.edu.co
Litiyo i Metallurgiya (FOUNDRY PRODUCTION AND METALLURGY),lim.bntu.by
Diálogos Revista Electrónica,revistas.ucr.ac.cr
Journal of Gynecology and Womens Health,juniperpublishers.com
Trauma Surgery & Acute Care Open,tsaco.bmj.com
Geografia Ensino & Pesquisa,periodicos.ufsm.br
Cleaner Engineering and Technology,www.journals.elsevier.com
Eskiyeni (Online)/Eskiyeni,dergipark.gov.tr
Przegląd Socjologii Jakościowej,przegladsocjologiijakosciowej.org
Bulletin of Geosciences,www.geology.cz
Indonesian Journal of Applied Linguistics,ejournal.upi.edu
Studia Ethnologica Croatica,hrcak.srce.hr
Journal of Occupational Medicine and Toxicology,occup-med.biomedcentral.com
Policy and Society,www.tandfonline.com
Byzantion nea hellás,www.byzantion.uchile.cl
Praktyka Teoretyczna,www.praktykateoretyczna.pl
Athletic Training Education Journal,www.nataej.org
Anuario Lope de Vega,revistes.uab.cat
Baltic Journal of Health and Physical Activity,www.balticsportscience.com
INTELIGENCIA ARTIFICIAL,journal.iberamia.org
Jurnal Penelitian Sosial dan Ekonomi Kehutanan,ejournal.forda-mof.org
Baltijskij region,journals.kantiana.ru
Annual of Social Work,hrcak.srce.hr
Journal of Hip Preservation Surgery,jhps.oxfordjournals.org
Revista UNIABEU,www.uniabeu.edu.br
Gerontology and Geriatric Medicine,us.sagepub.com
International Journal of Financial Studies,www.mdpi.com
Animal Frontiers,academic.oup.com
Studia Prawnicze KUL,czasopisma.kul.pl
TEME,teme2.junis.ni.ac.rs
Maǧallaẗ al-rāfidayn li-l-ʻulūm al-riyāḍiyyaẗ,rsprs.mosuljournals.com
Revista Brasileira de Medicina do Trabalho,www.anamt.org.br
Padjadjaran Journal of Dentistry,jurnal.unpad.ac.id
Journal of the Brazilian Computer Society,www.scielo.br
International Journal of Corrosion and Scale Inhibition,ijcsi.pro
Journal of Neurology Research,www.neurores.org
Center for Educational Policy Studies Journal,www.cepsj.si
Educação Matemática Pesquisa Revista do Programa de Estudos Pós-Graduados em Educação Matemática,revistas.pucsp.br
DAPesquisa,www.revistas.udesc.br
Drug development & registration,www.pharmjournal.ru
Feminismo/s,feminismos.ua.es
Филология научные исследования,aurora-group.eu
Revista Brasileira de História da Educação,periodicos.uem.br
Journal of Turkish Science Education,www.tused.org
Cuadernos de Medicina Forense,www.cuadernosdemedicinaforense.es
Növénytermelés,www.akademiai.com
Ensino em Re-Vista,www.seer.ufu.br
Revista Española de Nutrición Humana y Dietética,renhyd.org
Journal of Digestive Endoscopy,doi.org
International Language Literature and Folklore Researchers Journal,www.turukdergisi.com
Zeszyty Naukowe Małopolskiej Wyższej Szkoły Ekonomicznej w Tarnowie,zn.mwse.edu.pl
Arctoa,www.arctoa.ru
الخطاب,revue.ummto.dz
Revista de Ciencias Ambientales,www.revistas.una.ac.cr
International Journal of Philosophy,www.sciencepublishinggroup.com
International Journal of Medical Students,www.ijms.info
Report of the Annual Meeting,www.erudit.org
Stylistyka,stylistyka.wfil.uni.opole.pl
Envigogika,www.envigogika.cuni.cz
Russian Journal of Forensic Medicine,for-medex.ru
La Manzana de la Discordia,manzanadiscordia.univalle.edu.co
Therapeutic Advances in Chronic Disease,us.sagepub.com
Journal of agricultural and resource economics,waeaonline.org
Journal of Birjand University of Medical Sciences,journal.bums.ac.ir
Caliban,caliban.revues.org
M n gement,management-aims.com
Revista Brasileira de Orientação Profissional,pepsic.bvsalud.org
Frontiers in Digital Health,www.frontiersin.org
Al Qalam,jurnal.uinbanten.ac.id
International Journal of Pediatrics,www.hindawi.com
Przegląd Prawa i Administracji,ppa.wuwr.pl
Jurnal Konstitusi,ejournal.mahkamahkonstitusi.go.id
Journal of Innovations in Cardiac Rhythm Management,www.innovationscrm.com
Gümüşhane Üniversitesi Fen Bilimleri Enstitüsü Dergisi,dergipark.gov.tr
Revue française de civilisation britannique,rfcb.revues.org
مجلة وادي النيل للدراسات والبحوث الإنسانية والاجتماعية والتربويه,jwadi.journals.ekb.eg
Romanian Journal of Medical Practice,rjmp.com.ro
Miscellanea Anthropologica et Sociologica,www.maes-online.com
Utbildning & Demokrati – tidskrift för didaktik och utbildningspolitk,www.oru.se
International Journal of Academic Value Studies (Javstudies JAVS),www.javstudies.com
Revista Exitus,www.ufopa.edu.br
Journal of Nepal Health Research Council,jnhrc.com.np
American Journal of Agricultural and Biological Sciences,thescipub.com
Ekonomska misao i praksa,hrcak.srce.hr
Journal of Engineering and Technological Sciences,journals.itb.ac.id
Science World Journal,www.scienceworldjournal.org
Glasnik Etnografskog instituta,www.doiserbia.nb.rs
Anadolu (Anatolia),dergiler.ankara.edu.tr
Internet Interventions,www.journals.elsevier.com
Psykhe (Santiago),www.psykhe.cl
Frontiers in Heat and Mass Transfer,thermalfluidscentral.org
Cancer Urology,oncourology.abvpress.ru
Ekonomika,www.ekonomika.org.rs
ICT Express,www.journals.elsevier.com
Études d histoire religieuse,www.erudit.org
Dokuz Eylül Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,dergipark.org.tr
"Cidades, comunidades e território/Cidades comunidades e territórios",journals.openedition.org
Proceedings of the Estonian Academy of Sciences Geology,www.eap.ee
BMC Ecology,bmcecolevol.biomedcentral.com
Central European Journal of Energetic Materials,www.wydawnictwa.ipo.waw.pl
Jurnal Ilmu Ternak dan Veteriner,medpub.litbang.pertanian.go.id
Current Issues in Pharmacy and Medical Sciences,sciendo.com
Erzincan Üniversitesi Eğitim Fakültesi Dergisi,dergipark.org.tr
AMERICAN-EURASIAN JOURNAL OF SUSTAINABLE AGRICULTURE,www.aensi.org
International Research Journal of Management IT and Social Sciences,ijcu.us
BIRDEM Medical Journal,www.birdemmedj.org
Turczaninowia,journal.asu.ru
Matrizes,www.revistas.usp.br
Études britanniques contemporaines,ebc.revues.org
Journal of Water and Environment Technology,www.jstage.jst.go.jp
Majalah kedokteran Bandung/Majalah Kedokteran Bandung,journal.fk.unpad.ac.id
Austrian Journal of Statistics,www.ajs.or.at
Eurasian journal of veterinary sciences,eurasianjvetsci.org
Obesity Science & Practice,onlinelibrary.wiley.com
Journal of the Saudi Society of Agricultural Sciences,www.journals.elsevier.com
1700-tal Nordic Journal for Eighteenth-Century Studies,septentrio.uit.no
Revista Empresa y Humanismo,revistas.unav.edu
Science for Education Today,sciforedu.ru
Society and Economy,akjournals.com
Journal of Contemporary European Research,www.jcer.net
Jurnal Teknologi dan Industri Pangan,journal.ipb.ac.id
Debates do NER,seer.ufrgs.br
Archives of Craniofacial Surgery,www.kcpca.or.kr
The Japanese Journal of Ryodoraku Medicine,www.jstage.jst.go.jp
Theoria,www.berghahnjournals.com
Tremor and Other Hyperkinetic Movements,tremorjournal.org
Revista Eletrônica do Curso de Direito da UFSM,cascavel.ufsm.br
Revista Brasileira de Administração Científica,sustenere.co
African Human Rights Law Journal,www.chr.up.ac.za
Theoretical Economics,econtheory.org
Acta Limnologica Brasiliensia,www.scielo.br
Revista de El Colegio de San Luis,ojs.colsan.edu.mx
JA Clinical Reports,jaclinicalreports.springeropen.com
Orient,www.jstage.jst.go.jp
Annals of GIS,www.tandfonline.com
Educación y Salud Boletín Científico Instituto de Ciencias de la Salud Universidad Autónoma del Estado de Hidalgo,www.uaeh.edu.mx
Materials Today Bio,www.journals.elsevier.com
Biblioteca Universitaria,biblio.unam.mx:9000
Translational Gastroenterology and Hepatology,tgh.amegroups.com
Medical Research & Publication,www.xiahepublishing.com
Health Monitor Journal of the Iranian Institute for Health Sciences Research,payeshjournal.ir
Bulletin of the History of Archaeology,www.archaeologybulletin.org
University of Pittsburgh Law Review,lawreview.law.pitt.edu
Jurnal Pendidikan IPA Indonesia,journal.unnes.ac.id
Telos Revista de Estudios Interdisciplinarios en Ciencias Sociales,ojs.urbe.edu
Trabajo y sociedad,www.unse.edu.ar
International Journal of Internal Medicine,www.sapub.org
International Journal of Surgery Open,www.journals.elsevier.com
Nova Economia,revistas.face.ufmg.br
International Journal of Cancer Management,ijcancerprevention.com
Proceedings on Privacy Enhancing Technologies,content.sciendo.com
Revista Eletrônica de Farmácia,revistas.ufg.br
Cuadernos de Investigación Geográfica,publicaciones.unirioja.es
Pharmatutor,www.pharmatutorjournal.com
Batna Journal of Medical Sciences (BJMS),batnajms.net
Mineralogical Journal,www.jstage.jst.go.jp
RAI revista de administração e inovação,www.revistas.usp.br
Education in Medicine Journal,saifulbahri.com
TNOA Journal of Ophthalmic Science and Research,www.tnoajosr.com
Malawi Medical Journal,www.mmj.mw
Cuadernos de Investigación Filológica,publicaciones.unirioja.es
Annals of Gastroenterological Surgery,onlinelibrary.wiley.com
Plumilla Educativa,revistasum.umanizales.edu.co
Orthopedic Reviews,orthopedicreviews.openmedicalpublishing.org
ESTUDIOS FRONTERIZOS,ref.uabc.mx
Indonesia Medicus Veterinus,ojs.unud.ac.id
Journal of Neurology & Stroke,medcraveonline.com
International Journal of Social Sciences and Education Research,dergipark.ulakbim.gov.tr
Revista de Investigación en Psicología,revistasinvestigacion.unmsm.edu.pe
Turkish Journal Of Field Crops,tarlabitkileridernegi.org
Ukrainian Journal of Physical Optics,www.ifo.lviv.ua
Transactions of the Association for Computational Linguistics,www.mitpressjournals.org
Finnish Yearbook of Population Research,www.journal.fi
